#   value 
       0 
       0 
       0 
       0 
       0 
       0 
       0 
186165.1 
833967.3 
 1542234 
 2162137 
 2621257 
 2877064 
 2910154 
 2710931 
 2302836 
 1722630 
 1028942 
335411.9 
7446.605 
       0 
       0 
       0 
       0 
