#   value 
       0 
       0 
       0 
       0 
       0 
       0 
       0 
193472.6 
  857229 
 1583211 
 2211760 
 2680150 
 2937575 
 2961807 
 2750063 
 2321838 
 1726101 
 1002793 
305222.1 
4623.733 
       0 
       0 
       0 
       0 
